88	TCONS_l2_00000119	chr1	+	16645785	16647294	16645785	16645785	5	16645785,16646596,16646786,16646979,16647197,	16646515,16646709,16646901,16647112,16647294,
91	TCONS_00000856	chr1	+	19526175	19531774	19526175	19526175	2	19526175,19531500,	19526222,19531774,
101	TCONS_00000496	chr1	-	30013951	30037612	30013951	30013951	7	30013951,30015243,30016719,30024024,30029289,30036771,30037497,	30014509,30015295,30016921,30025183,30029490,30037003,30037612,
101	TCONS_00000079	chr1	-	30013951	30037609	30013951	30013951	7	30013951,30015243,30016719,30025024,30029289,30036771,30037497,	30014509,30015295,30016921,30025183,30029490,30037003,30037609,
103	TCONS_00000499	chr1	-	31842018	31855568	31842018	31842018	2	31842018,31855440,	31844147,31855568,
109	TCONS_00000894	chr1	+	38141692	38162549	38141692	38141692	3	38141692,38161692,38162278,	38141714,38161823,38162549,
113	TCONS_l2_00002036	chr1	+	42857621	42888789	42857621	42857621	4	42857621,42870084,42880353,42886671,	42857708,42870161,42880433,42888789,
114	TCONS_00000039	chr1	+	43120147	43146287	43120147	43120147	3	43120147,43145126,43145445,	43120272,43145297,43146287,
118	TCONS_l2_00001220	chr1	-	47760600	47996808	47760600	47760600	8	47760600,47765289,47775169,47778453,47794585,47801472,47994033,47996687,	47761280,47766106,47775439,47778544,47794760,47801619,47994597,47996808,
118	TCONS_l2_00000272	chr1	+	48083952	48142222	48083952	48083952	4	48083952,48091619,48097103,48142033,	48084032,48093239,48097236,48142222,
118	TCONS_l2_00002497	chr1	-	48101714	48182428	48101714	48101714	10	48101714,48127907,48128459,48159548,48161798,48164630,48166472,48179154,48181710,48182369,	48101950,48128021,48128573,48159656,48161909,48164912,48166820,48179235,48181768,48182428,
118	TCONS_l2_00001223	chr1	-	48101734	48164655	48101734	48101734	6	48101734,48127907,48128459,48159548,48161798,48164630,	48101950,48128021,48128573,48159656,48161909,48164655,
121	TCONS_00000937	chr1	+	50977560	51013502	50977560	50977560	3	50977560,51001468,51009507,	50977999,51001569,51013502,
121	TCONS_00000938	chr1	+	50977780	51010296	50977780	50977780	2	50977780,51009507,	50977999,51010296,
123	TCONS_00001496	chr1	-	53332380	53346932	53332380	53332380	4	53332380,53340725,53342854,53346898,	53333174,53340773,53342985,53346932,
126	TCONS_00002038	chr1	+	55823766	55847460	55823766	55823766	3	55823766,55832263,55847428,	55823901,55832425,55847460,
126	TCONS_00000206	chr1	+	55823806	55868248	55823806	55823806	5	55823806,55832263,55847428,55862931,55868097,	55823901,55832425,55847537,55863059,55868248,
126	TCONS_00000952	chr1	+	55961910	55971057	55961910	55961910	2	55961910,55970894,	55961989,55971057,
126	TCONS_00001503	chr1	-	56332151	56375254	56332151	56332151	2	56332151,56375201,	56332406,56375254,
130	TCONS_00000531	chr1	-	60540248	60640491	60540248	60540248	8	60540248,60542296,60573337,60588036,60595537,60600126,60640010,60640271,	60540433,60542411,60573411,60588162,60596373,60600250,60640126,60640491,
138	TCONS_l2_00000323	chr1	+	69055874	69088535	69055874	69055874	3	69055874,69085179,69088514,	69056047,69085298,69088535,
138	TCONS_l2_00002068	chr1	+	69055897	69185003	69055897	69055897	5	69055897,69085179,69088514,69182769,69184785,	69056047,69085298,69088562,69182861,69185003,
140	TCONS_00001523	chr1	-	70644982	70648898	70644982	70644982	2	70644982,70648663,	70645044,70648898,
140	TCONS_00000044	chr1	+	70706452	70786466	70706452	70706452	7	70706452,70707727,70708720,70712056,70713128,70777529,70785185,	70706531,70707981,70708770,70712131,70713307,70777695,70786466,
140	TCONS_00000975	chr1	+	70760389	70786531	70760389	70760389	2	70760389,70785185,	70760468,70786531,
143	TCONS_l2_00002080	chr1	+	73635215	73709581	73635215	73635215	3	73635215,73699750,73709143,	73635241,73699843,73709581,
146	TCONS_00000237	chr1	+	77067919	77078482	77067919	77067919	4	77067919,77068083,77068735,77078339,	77068001,77068247,77068843,77078482,
147	TCONS_00000999	chr1	+	78223641	78292535	78223641	78223641	4	78223641,78225270,78251493,78292479,	78223674,78225403,78251877,78292535,
147	TCONS_00002073	chr1	+	78223641	78251563	78223641	78223641	3	78223641,78225270,78251493,	78223674,78225403,78251563,
147	TCONS_00001001	chr1	+	78225273	78251694	78225273	78225273	3	78225273,78250183,78251493,	78225403,78250373,78251694,
147	TCONS_00001000	chr1	+	78225273	78251058	78225273	78225273	2	78225273,78250183,	78225403,78251058,
147	TCONS_00000048	chr1	+	78229598	78293890	78229598	78229598	6	78229598,78250183,78251493,78292479,78293078,78293590,	78229729,78251010,78251877,78292631,78293277,78293890,
147	TCONS_00002074	chr1	+	78229700	78251526	78229700	78229700	3	78229700,78250183,78251493,	78229729,78250373,78251526,
148	TCONS_l2_00001299	chr1	-	79109739	79188452	79109739	79109739	3	79109739,79123480,79188342,	79113150,79123524,79188452,
148	TCONS_00002076	chr1	+	79270306	79309661	79270306	79270306	2	79270306,79309545,	79270686,79309661,
148	TCONS_00001003	chr1	+	79270400	79404561	79270400	79270400	3	79270400,79309545,79403971,	79270686,79309720,79404561,
149	TCONS_00000239	chr1	+	80535754	80646788	80535754	80535754	3	80535754,80644224,80646562,	80535942,80644353,80646788,
149	TCONS_00000240	chr1	+	80535754	80646788	80535754	80535754	4	80535754,80540588,80644224,80646562,	80535942,80540636,80644353,80646788,
149	TCONS_00002080	chr1	+	80535759	80644295	80535759	80535759	2	80535759,80644224,	80535942,80644295,
152	TCONS_00000242	chr1	+	82903182	83166815	82903182	82903182	11	82903182,82907467,82991859,82996714,82997472,83076140,83086211,83093800,83096864,83160605,83166703,	82903823,82907582,82991980,82996776,82997589,83076224,83086314,83093983,83096977,83160666,83166815,
152	TCONS_00000243	chr1	+	82907561	82997561	82907561	82907561	4	82907561,82952671,82996714,82997472,	82907582,82952837,82996776,82997561,
152	TCONS_l2_00001306	chr1	-	83019548	83102925	83019548	83019548	2	83019548,83102901,	83021428,83102925,
155	TCONS_l2_00002093	chr1	+	86634272	86651666	86634272	86634272	14	86634272,86635599,86635955,86636799,86638857,86642543,86643864,86645976,86647316,86647779,86648304,86649133,86650157,86651644,	86634452,86635740,86636103,86636908,86639035,86642768,86644089,86646154,86647417,86648003,86648575,86649298,86650397,86651666,
155	TCONS_l2_00002094	chr1	+	86634275	86655375	86634275	86634275	15	86634275,86635599,86635955,86636799,86638857,86642543,86643864,86645976,86647162,86647316,86647779,86648304,86649133,86650157,86654406,	86634452,86635740,86636103,86636908,86639035,86642768,86644089,86646154,86647222,86647417,86648003,86648575,86649298,86650397,86655375,
156	TCONS_00001561	chr1	-	87900098	87976514	87900098	87900098	3	87900098,87965302,87976460,	87900241,87965406,87976514,
157	TCONS_00001564	chr1	-	88472315	88474178	88472315	88472315	2	88472315,88474103,	88472899,88474178,
159	TCONS_00001580	chr1	-	90782537	90851675	90782537	90782537	3	90782537,90789397,90851482,	90783423,90789487,90851675,
159	TCONS_00001579	chr1	-	90782537	90835857	90782537	90782537	4	90782537,90789397,90831929,90835825,	90783423,90789487,90832196,90835857,
159	TCONS_00000089	chr1	-	90829546	90851618	90829546	90829546	2	90829546,90851482,	90832196,90851618,
159	TCONS_00000088	chr1	-	90829546	90836161	90829546	90829546	2	90829546,90835825,	90832196,90836161,
159	TCONS_00000563	chr1	-	90831868	90851650	90831868	90831868	3	90831868,90837549,90851482,	90832196,90837765,90851650,
163	TCONS_l2_00001386	chr1	-	94633815	94680321	94633815	94633815	2	94633815,94679424,	94633870,94680321,
163	TCONS_l2_00002568	chr1	-	94638460	94820096	94638460	94638460	5	94638460,94679424,94732257,94742268,94819955,	94638558,94679607,94732437,94742414,94820096,
163	TCONS_l2_00002569	chr1	-	94657533	94820278	94657533	94657533	5	94657533,94679424,94705438,94732257,94819955,	94658055,94679607,94705557,94732437,94820278,
163	TCONS_l2_00001390	chr1	-	94672912	94820271	94672912	94672912	3	94672912,94679424,94819955,	94673271,94679607,94820271,
163	TCONS_l2_00002571	chr1	-	94673128	94820219	94673128	94673128	4	94673128,94679424,94705438,94819955,	94673271,94679607,94705557,94820219,
163	TCONS_l2_00002572	chr1	-	94679424	94820210	94679424	94679424	2	94679424,94819955,	94679607,94820210,
163	TCONS_l2_00002573	chr1	-	94705438	94820219	94705438	94705438	5	94705438,94732257,94742268,94743837,94819955,	94705557,94732437,94742418,94743993,94820219,
163	TCONS_l2_00001395	chr1	-	94732409	94820188	94732409	94732409	2	94732409,94819955,	94732437,94820188,
164	TCONS_00000255	chr1	+	95937900	96022866	95937900	95937900	2	95937900,96022532,	95938045,96022866,
164	TCONS_00000585	chr1	-	96254068	96374125	96254068	96254068	6	96254068,96303483,96304272,96353153,96355225,96374081,	96255750,96303564,96304338,96353232,96355267,96374125,
166	TCONS_l2_00000435	chr1	+	98073330	98193556	98073330	98073330	2	98073330,98193508,	98073551,98193556,
167	TCONS_00000586	chr1	-	99472361	99534015	99472361	99472361	4	99472361,99480113,99487744,99533992,	99472649,99480237,99487804,99534015,
170	TCONS_00001081	chr1	+	102104329	102106008	102104329	102104329	2	102104329,102105777,	102104372,102106008,
170	TCONS_00000590	chr1	-	102199738	102389630	102199738	102199738	6	102199738,102310269,102387204,102387361,102388534,102389493,	102199997,102310328,102387251,102387421,102388629,102389630,
171	TCONS_00000264	chr1	+	103414878	103425465	103414878	103414878	2	103414878,103425104,	103414935,103425465,
171	TCONS_00000265	chr1	+	103414878	103425465	103414878	103414878	2	103414878,103425104,	103414935,103425465,
174	TCONS_00001084	chr1	+	105965779	106038573	105965779	105965779	2	105965779,106038349,	105965822,106038573,
174	TCONS_l2_00002120	chr1	+	106818238	106838193	106818238	106818238	3	106818238,106820203,106838119,	106818359,106820742,106838193,
174	TCONS_l2_00000468	chr1	+	106818293	106866111	106818293	106818293	5	106818293,106838119,106841015,106865211,106866079,	106818359,106838193,106841191,106865372,106866111,
174	TCONS_l2_00000469	chr1	+	106820270	106838180	106820270	106820270	2	106820270,106838119,	106820742,106838180,
177	TCONS_00000271	chr1	+	109828354	109871436	109828354	109828354	4	109828354,109828936,109833299,109871367,	109828451,109829130,109833415,109871436,
179	TCONS_l2_00000488	chr1	+	111280064	111282467	111280064	111280064	4	111280064,111280523,111281550,111282418,	111280084,111280553,111281861,111282467,
180	TCONS_00000274	chr1	+	112850027	112877871	112850027	112850027	3	112850027,112876939,112877729,	112850427,112876984,112877871,
180	TCONS_00000275	chr1	+	112850075	112877867	112850075	112850075	2	112850075,112877729,	112850427,112877867,
182	TCONS_00001113	chr1	+	115181421	115223120	115181421	115181421	2	115181421,115221797,	115181459,115223120,
184	TCONS_00000283	chr1	+	117295519	117321336	117295519	117295519	3	117295519,117296519,117321123,	117295703,117296633,117321336,
184	TCONS_00002143	chr1	+	117296784	117321333	117296784	117296784	2	117296784,117321123,	117296801,117321333,
186	TCONS_00000620	chr1	-	119260264	119327303	119260264	119260264	3	119260264,119294025,119326962,	119260679,119294167,119327303,
186	TCONS_00001129	chr1	+	119262923	119275770	119262923	119262923	2	119262923,119275187,	119262944,119275770,
212	TCONS_l2_00031172	chr1	+	146581048	146732295	146732295	146732295	18	146581048,146595071,146617028,146622442,146631008,146641460,146643573,146646124,146648631,146650298,146679008,146683065,146690958,146692829,146725130,146728837,146729216,146732032,	146581232,146595171,146617147,146622666,146631076,146641696,146643674,146646260,146648796,146650451,146679247,146683339,146691102,146693143,146725271,146728957,146729426,146732295,
214	TCONS_l2_00002649	chr1	-	148362993	148379345	148362993	148362993	2	148362993,148379235,	148363386,148379345,
215	TCONS_l2_00000598	chr1	+	149669282	149694542	149669282	149669282	2	149669282,149694355,	149669310,149694542,
223	TCONS_l2_00002224	chr1	+	157925973	157949071	157925973	157925973	4	157925973,157929530,157945655,157948468,	157926044,157929791,157945761,157949071,
223	TCONS_l2_00002225	chr1	+	157929530	157943196	157929530	157929530	2	157929530,157942663,	157929791,157943196,
225	TCONS_00002502	chr1	-	159776459	159778585	159776459	159776459	2	159776459,159778414,	159776752,159778585,
225	TCONS_00001700	chr1	-	159776473	159779373	159776473	159776473	3	159776473,159778414,159779225,	159776752,159778586,159779373,
225	TCONS_00001701	chr1	-	159776473	159779373	159776473	159776473	3	159776473,159778414,159779225,	159776755,159778586,159779373,
225	TCONS_00001702	chr1	-	159776490	159778787	159776490	159776490	2	159776490,159778414,	159776755,159778787,
238	TCONS_l2_00002714	chr1	-	173235059	173477155	173235059	173235059	3	173235059,173462323,173476631,	173240023,173462454,173477155,
242	TCONS_00000692	chr1	-	177393286	177576949	177393286	177393286	3	177393286,177573727,177576710,	177393788,177573784,177576949,
244	TCONS_00000693	chr1	-	179829608	179836124	179829608	179829608	2	179829608,179835994,	179829831,179836124,
246	TCONS_l2_00002728	chr1	-	182129309	182244399	182129309	182129309	17	182129309,182130812,182130988,182131171,182131386,182131689,182133328,182153723,182156628,182162343,182162847,182167085,182203884,182204648,182219510,182243123,182244354,	182129490,182130877,182131084,182131241,182131484,182131810,182133415,182153830,182156698,182162443,182163768,182167224,182204105,182204707,182219688,182243196,182244399,
247	TCONS_00001216	chr1	+	182712669	182714598	182712669	182712669	2	182712669,182714312,	182712826,182714598,
247	TCONS_00000347	chr1	+	182712861	182714544	182712861	182712861	2	182712861,182714312,	182712888,182714544,
251	TCONS_00000350	chr1	+	187092841	187360323	187092841	187092841	4	187092841,187303465,187328990,187359714,	187092946,187303539,187329060,187360323,
253	TCONS_00000702	chr1	-	188869476	188887434	188869476	188869476	2	188869476,188887240,	188869748,188887434,
254	TCONS_l2_00002266	chr1	+	190624889	190801657	190624889	190624889	5	190624889,190738437,190791513,190793505,190799800,	190625033,190738510,190791563,190793596,190801657,
256	TCONS_00000706	chr1	-	192517638	192567217	192517638	192517638	2	192517638,192567146,	192517963,192567217,
257	TCONS_00000361	chr1	+	193304744	193365953	193304744	193304744	4	193304744,193349132,193351103,193365647,	193304938,193349275,193351239,193365953,
257	TCONS_00000362	chr1	+	193678893	193727183	193678893	193678893	3	193678893,193725600,193726831,	193679005,193725685,193727183,
265	TCONS_00001771	chr1	-	201455641	201460955	201455641	201455641	2	201455641,201460786,	201457401,201460955,
267	TCONS_00001776	chr1	-	203538134	203556062	203538134	203538134	2	203538134,203555388,	203538437,203556062,
269	TCONS_00001250	chr1	+	205775601	205783482	205775601	205775601	2	205775601,205782732,	205775654,205783482,
269	TCONS_00000373	chr1	-	206175059	206177246	206177246	206177246	2	206175059,206177098,	206175182,206177246,
274	TCONS_00001260	chr1	+	211675673	211686799	211675673	211675673	3	211675673,211677066,211686469,	211675866,211677154,211686799,
274	TCONS_00000381	chr1	+	211675761	211686790	211675761	211675761	4	211675761,211677066,211685565,211686469,	211675866,211677154,211685806,211686790,
275	TCONS_00000727	chr1	-	212466815	212467743	212466815	212466815	2	212466815,212467666,	212467097,212467743,
276	TCONS_00000388	chr1	+	213492300	213546447	213492300	213492300	2	213492300,213546282,	213492575,213546447,
276	TCONS_00000389	chr1	+	213731415	213794587	213731415	213731415	2	213731415,213794383,	213731558,213794587,
282	TCONS_00001278	chr1	+	219218515	219294444	219218515	219218515	2	219218515,219294376,	219218712,219294444,
282	TCONS_00001827	chr1	-	219409274	219459445	219409274	219409274	4	219409274,219411717,219449029,219458857,	219410267,219411939,219449233,219459445,
284	TCONS_00000738	chr1	-	221880980	221918712	221880980	221880980	5	221880980,221883799,221913761,221914422,221918591,	221881284,221883888,221913858,221914531,221918712,
285	TCONS_l2_00000833	chr1	+	222815027	222837369	222815027	222815027	3	222815027,222835118,222836995,	222815078,222835215,222837369,
285	TCONS_l2_00000834	chr1	+	222815042	222837369	222815042	222815042	5	222815042,222823883,222835118,222836995,222837218,	222815078,222823945,222835215,222837066,222837369,
285	TCONS_l2_00002311	chr1	+	222815046	222837229	222815046	222815046	5	222815046,222827427,222835118,222836995,222837218,	222815078,222827601,222835215,222837066,222837229,
285	TCONS_l2_00002312	chr1	+	222815050	222837384	222815050	222815050	4	222815050,222835118,222836995,222837218,	222815078,222835215,222837066,222837384,
285	TCONS_l2_00000835	chr1	+	222815057	222837357	222815057	222815057	3	222815057,222835118,222837218,	222815078,222835215,222837357,
285	TCONS_l2_00000836	chr1	+	222815058	222837362	222815058	222815058	4	222815058,222823883,222835118,222836995,	222815078,222823945,222835215,222837362,
285	TCONS_l2_00002313	chr1	+	222815059	222837382	222815059	222815059	5	222815059,222823855,222827427,222835118,222836995,	222815078,222823945,222827601,222835215,222837382,
285	TCONS_l2_00002314	chr1	+	222815060	222837384	222815060	222815060	3	222815060,222835118,222836922,	222815078,222835215,222837384,
285	TCONS_l2_00002315	chr1	+	222815077	222837383	222815077	222815077	5	222815077,222823855,222835118,222836995,222837218,	222815171,222823945,222835215,222837066,222837383,
285	TCONS_l2_00002316	chr1	+	222815110	222827582	222815110	222815110	2	222815110,222827427,	222815171,222827582,
285	TCONS_l2_00000837	chr1	+	222815131	222837362	222815131	222815131	4	222815131,222823883,222835118,222836995,	222815171,222823945,222835215,222837362,
285	TCONS_l2_00000838	chr1	+	222815136	222837345	222815136	222815136	3	222815136,222835118,222836995,	222815171,222835215,222837345,
285	TCONS_l2_00000839	chr1	+	222815139	222837359	222815139	222815139	5	222815139,222823883,222827427,222835118,222836995,	222815171,222823945,222827601,222835215,222837359,
285	TCONS_l2_00000840	chr1	+	222815145	222837355	222815145	222815145	5	222815145,222823883,222835118,222836995,222837218,	222815171,222823945,222835215,222837066,222837355,
286	TCONS_l2_00001800	chr1	-	223945389	224034978	223945389	223945389	3	223945389,224030703,224034953,	223945706,224030796,224034978,
286	TCONS_l2_00000846	chr1	+	223992095	224007615	223992095	223992095	4	223992095,223995894,224003519,224007293,	223993047,223996094,224003654,224007615,
286	TCONS_l2_00000848	chr1	+	223992724	224004740	223992724	223992724	5	223992724,223995894,224002521,224003519,224004724,	223993047,223996094,224002622,224003654,224004740,
286	TCONS_l2_00000847	chr1	+	223992724	224004736	223992724	223992724	5	223992724,223995894,224002521,224003519,224004706,	223993047,223996094,224002622,224003654,224004736,
286	TCONS_l2_00000849	chr1	+	223992759	224008483	223992759	223992759	3	223992759,224003519,224007293,	223993047,224003654,224008483,
286	TCONS_l2_00000850	chr1	+	223992787	224004801	223992787	223992787	3	223992787,224003519,224004706,	223993047,224003654,224004801,
286	TCONS_l2_00000851	chr1	+	223992791	224010588	223992791	223992791	3	223992791,224003519,224009319,	223993047,224003654,224010588,
286	TCONS_l2_00002321	chr1	+	223995956	224009703	223995956	223995956	4	223995956,224002521,224003519,224009319,	223996094,224002622,224003654,224009703,
286	TCONS_l2_00002322	chr1	+	224001906	224010116	224001906	224001906	3	224001906,224007293,224009319,	224003654,224007417,224010116,
288	TCONS_00001306	chr1	+	225700712	225710838	225700712	225700712	2	225700712,225710502,	225701106,225710838,
288	TCONS_00001307	chr1	+	225700715	225716363	225700715	225700715	2	225700715,225716045,	225701106,225716363,
288	TCONS_00001308	chr1	+	225700728	225716405	225700728	225700728	3	225700728,225710502,225716045,	225701106,225710568,225716405,
289	TCONS_l2_00002326	chr1	+	227393590	227431020	227393590	227393590	4	227393590,227395518,227409754,227429404,	227393704,227395614,227409884,227431020,
289	TCONS_l2_00002327	chr1	+	227409764	227426057	227409764	227409764	2	227409764,227425755,	227409884,227426057,
290	TCONS_l2_00000881	chr1	+	228194714	228203601	228194714	228194714	2	228194714,228197567,	228194767,228203601,
295	TCONS_l2_00000903	chr1	+	232910703	232924457	232910703	232910703	3	232910703,232912958,232924435,	232910845,232913055,232924457,
305	TCONS_00001348	chr1	+	243917371	243978481	243917371	243917371	2	243917371,243978409,	243917526,243978481,
